Country,Year,ANTIGEN,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,COVERAGE
Kyrgyzstan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Lao People's Democratic Republic,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Latvia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Lebanon,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,67
Lesotho,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Liberia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Libya,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Lithuania,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Luxembourg,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Madagascar,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,57
Malawi,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Malaysia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Maldives,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mali,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Malta,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Marshall Islands,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Mauritania,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Mauritius,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Mexico,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Micronesia (Federated States of),2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Monaco,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mongolia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Montenegro,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Morocco,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mozambique,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,55
Myanmar,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Namibia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Nauru,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Nepal,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Netherlands (Kingdom of the),2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
New Zealand,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Nicaragua,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Niger,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Nigeria,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,62
Niue,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
North Macedonia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Norway,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
"occupied Palestinian territory, including east Jerusalem",2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Oman,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Pakistan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Palau,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Panama,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Papua New Guinea,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37
Paraguay,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Peru,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Philippines,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Poland,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Portugal,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Qatar,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Republic of Korea,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Republic of Moldova,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Romania,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Russian Federation,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Rwanda,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Saint Kitts and Nevis,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Saint Lucia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Saint Vincent and the Grenadines,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Samoa,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,76
San Marino,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Sao Tome and Principe,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Saudi Arabia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Senegal,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Serbia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Seychelles,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Sierra Leone,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Singapore,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Slovakia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Slovenia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Solomon Islands,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Somalia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,42
South Africa,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
South Sudan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Spain,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Sri Lanka,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Sudan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Suriname,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Sweden,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Switzerland,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Syrian Arab Republic,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,59
Tajikistan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Thailand,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Timor-Leste,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Togo,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Tonga,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Trinidad and Tobago,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Tunisia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Türkiye,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Turkmenistan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Tuvalu,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Uganda,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Ukraine,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
United Arab Emirates,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
United Kingdom of Great Britain and Northern Ireland,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
United Republic of Tanzania,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
United States of America,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Uruguay,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Uzbekistan,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Vanuatu,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Venezuela (Bolivarian Republic of),2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,43
Viet Nam,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Yemen,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,58
Zambia,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Zimbabwe,2022,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Afghanistan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,55
Albania,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Algeria,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Andorra,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Angola,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,45
Antigua and Barbuda,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Argentina,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Armenia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Australia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Austria,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Azerbaijan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Bahamas,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Bahrain,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Bangladesh,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Barbados,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Belarus,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Belgium,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Belize,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Benin,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,70
Bhutan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Bolivia (Plurinational State of),2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,70
Bosnia and Herzegovina,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,76
Botswana,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Brazil,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Brunei Darussalam,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Bulgaria,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Burkina Faso,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Burundi,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Cabo Verde,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Cambodia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Cameroon,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Canada,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Central African Republic,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,42
Chad,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,58
Chile,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
China,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Colombia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Comoros,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Congo,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Cook Islands,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Costa Rica,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Côte d'Ivoire,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Croatia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Cuba,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Cyprus,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Czechia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Democratic People's Republic of Korea,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41
Democratic Republic of the Congo,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,65
Denmark,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Djibouti,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,59
Dominica,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Dominican Republic,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Ecuador,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Egypt,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
El Salvador,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Equatorial Guinea,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,67
Eritrea,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Estonia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Eswatini,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Ethiopia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,65
Fiji,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Finland,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
France,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Gabon,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Gambia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Georgia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Germany,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Ghana,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Greece,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Grenada,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Guatemala,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Guinea,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,47
Guinea-Bissau,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,67
Guyana,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Haiti,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,51
Honduras,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Hungary,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iceland,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
India,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Indonesia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,67
Iran (Islamic Republic of),2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Iraq,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Ireland,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Israel,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Italy,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Jamaica,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Japan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Jordan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Kazakhstan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Kenya,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Kiribati,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Kuwait,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Kyrgyzstan,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Lao People's Democratic Republic,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Latvia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Lebanon,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,67
Lesotho,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Liberia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,66
Libya,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Lithuania,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Luxembourg,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Madagascar,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,57
Malawi,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Malaysia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Maldives,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Mali,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Malta,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Marshall Islands,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Mauritania,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Mauritius,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Mexico,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Micronesia (Federated States of),2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Monaco,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mongolia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Montenegro,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Morocco,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mozambique,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,56
Myanmar,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37
Namibia,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Nauru,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Nepal,2021,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
